ImageID;LabelName;Conf;XMin;XMax;YMin;YMax
25-11-2021_03-59-16_PM.jpg;0;0.474401;0.08779744999999999;0.16778254999999997;0.23223680000000002;0.2796052
25-11-2021_03-59-16_PM.jpg;0;0.537903;0.05803575;0.10342265;0.1506577;0.1842103
25-11-2021_03-59-16_PM.jpg;3;0.563573;0.061755950000000004;0.07552085;0.18618405000000002;0.23684195
25-11-2021_03-59-16_PM.jpg;3;0.575939;0.058779714999999996;0.06770828499999999;0.18486795;0.23421005
25-11-2021_03-59-16_PM.jpg;0;0.579201;0.07477685;0.12388394999999999;0.1894734;0.2322366
25-11-2021_03-59-16_PM.jpg;0;0.601838;0.4449409999999999;0.666295;0.6881575;0.9940785000000001
25-11-2021_03-59-16_PM.jpg;0;0.698885;0.32812525000000003;0.41480675;0.24407900000000002;0.319079
25-11-2021_03-59-16_PM.jpg;0;0.787018;0.09895820000000001;0.18675580000000003;0.268421;0.330921
25-11-2021_03-59-16_PM.jpg;0;0.790773;0.08221775;0.15215825;0.20328905;0.25394695
25-11-2021_03-59-16_PM.jpg;3;0.808184;0.06919645;0.07700895;0.18815785;0.23618415
25-11-2021_03-59-16_PM.jpg;0;0.821333;0.10156250000000001;0.21540150000000002;0.29078965;0.37368435
25-11-2021_03-59-16_PM.jpg;0;0.822801;0.28980645;0.36941955;0.21776294999999998;0.27960504999999997
25-11-2021_03-59-16_PM.jpg;0;0.824452;0.09226225;0.17894375;0.2486844;0.3039476
25-11-2021_03-59-16_PM.jpg;0;0.844755;0.16369015;0.22135385;0.12368435000000001;0.17828965000000002
25-11-2021_03-59-16_PM.jpg;0;0.861832;0.2239581;0.2834819;0.17434180000000002;0.2217102
25-11-2021_03-59-16_PM.jpg;0;0.884603;0.386533;0.480283;0.2730268;0.35789519999999997
25-11-2021_03-59-16_PM.jpg;0;0.893178;0.26860164999999997;0.34226235;0.19407934999999998;0.26118465
25-11-2021_03-59-16_PM.jpg;0;0.902625;0.12016349999999999;0.2265625;0.319737;0.420395
25-11-2021_03-59-16_PM.jpg;0;0.906667;0.2366069;0.3020831;0.18223709999999999;0.2335529
25-11-2021_03-59-16_PM.jpg;0;0.910694;0.1343;0.285342;0.3802635;0.5092105
25-11-2021_03-59-16_PM.jpg;0;0.931795;0.6540178;0.7537202;0.45592099999999997;0.5960529999999999
25-11-2021_03-59-16_PM.jpg;0;0.933678;0.46949349999999995;0.5736604999999999;0.3375005;0.4427635
25-11-2021_03-59-16_PM.jpg;0;0.934429;0.20386900000000002;0.394345;0.5144735;0.7065785
25-11-2021_03-59-16_PM.jpg;0;0.934501;0.7295391;0.8206849;0.5059205;0.6631575000000001
25-11-2021_03-59-16_PM.jpg;0;0.937404;0.164435;0.327009;0.44605300000000003;0.594079
25-11-2021_03-59-16_PM.jpg;0;0.942623;0.5595238;0.6592262;0.38421;0.511184
25-11-2021_03-59-16_PM.jpg;0;0.950141;0.82142845;0.9006695499999999;0.551974;0.75329
25-11-2021_03-59-16_PM.jpg;0;0.971984;0.260789;0.48735100000000003;0.605263;0.869079
24-11-2021_05-29-37_AM.jpg;1;0.576175;0.042708315000000004;0.051562485;0.25370364999999995;0.26944435
24-11-2021_05-29-37_AM.jpg;0;0.803316;0.07187500000000001;0.1125;0.1629625;0.20092549999999998
24-11-2021_05-29-37_AM.jpg;0;0.87433;0.27031215;0.30885385;0.12037079999999999;0.16574119999999998
24-11-2021_05-29-37_AM.jpg;0;0.902343;0.19010385;0.23906215;0.15648194999999998;0.20463005
24-11-2021_05-29-37_AM.jpg;0;0.908968;0.15937500000000002;0.196875;0.15740764999999998;0.19814835
24-11-2021_05-29-37_AM.jpg;0;0.912897;0.20729150000000002;0.4838545;0.347222;0.543518
24-11-2021_05-29-37_AM.jpg;0;0.918168;0.2505206;0.29479140000000004;0.12314775;0.16666625000000002
24-11-2021_05-29-37_AM.jpg;3;0.923004;0.039062549999999994;0.06614584999999999;0.2527775;0.36481450000000004
24-11-2021_05-29-37_AM.jpg;0;0.923913;0.32187485;0.38333314999999996;0.11574119999999999;0.1703708
24-11-2021_05-29-37_AM.jpg;0;0.927908;0.37916649999999996;0.4447915;0.12407425000000001;0.18055575000000001
24-11-2021_05-29-37_AM.jpg;0;0.933441;0.006770850000000002;0.05885415;0.17777795;0.22685205
24-11-2021_05-29-37_AM.jpg;0;0.934028;0.41302115;0.47656285000000004;0.12777735;0.18611065
24-11-2021_05-29-37_AM.jpg;0;0.934038;0.34583325000000004;0.40677075;0.12314810000000001;0.1759259
24-11-2021_05-29-37_AM.jpg;0;0.934743;0.44843700000000003;0.5171870000000001;0.1287036;0.1935184
24-11-2021_05-29-37_AM.jpg;0;0.937651;0.49114559999999996;0.5666664;0.12685185;0.19814815000000002
24-11-2021_05-29-37_AM.jpg;0;0.938175;0.64010385;0.72031215;0.15370415;0.23240785
24-11-2021_05-29-37_AM.jpg;0;0.941863;0.5822916;0.6703124;0.13611135;0.21944465
24-11-2021_05-29-37_AM.jpg;0;0.942821;0.29062475;0.36093725;0.10462985000000001;0.17592615
24-11-2021_05-29-37_AM.jpg;0;0.946653;0.6958335;0.7864585;0.15462985;0.25092615
24-11-2021_05-29-37_AM.jpg;0;0.950563;0.7682296000000001;0.8500004;0.165741;0.27037100000000003
24-11-2021_05-29-37_AM.jpg;0;0.951958;0.8645834;0.9203126;0.20185194999999997;0.30000004999999996
24-11-2021_05-29-37_AM.jpg;0;0.963308;0.5255215;0.7739585;0.291667;0.513889
0_24-11-2021_07-28-12_PM.jpg;4;0.876734;0.088608;0.189874;0.86111145;0.9135805499999999
0_24-11-2021_03-37-33_PM.jpg;4;0.938933;0.0763155;0.20526250000000001;0.541284;0.6834859999999999
24-11-2021_03-42-56_AM.jpg;1;0.534542;0.169791335;0.17812466500000002;0.061111099999999995;0.07592589999999999
24-11-2021_03-42-56_AM.jpg;3;0.659294;0.45104140000000004;0.4692706;5.000000000143778e-08;0.06574075
24-11-2021_03-42-56_AM.jpg;0;0.874304;0.13385450000000002;0.1994795;0.0009259000000000003;0.0703703
24-11-2021_03-42-56_AM.jpg;0;0.905451;0.24375039999999998;0.31197959999999997;0.0009259000000000003;0.0388889
24-11-2021_03-42-56_AM.jpg;3;0.91526;0.1635414;0.18802059999999998;0.060184999999999995;0.163889
