ImageID;LabelName;Conf;XMin;XMax;YMin;YMax
25-11-2021_03-59-16_PM.jpg;0;0.470247;0.20312485000000002;0.23883915;0.15460505;0.19276295000000002
25-11-2021_03-59-16_PM.jpg;3;0.488779;0.058779725000000005;0.067336275;0.1868418;0.23421019999999998
25-11-2021_03-59-16_PM.jpg;0;0.50122;0.07440435;0.12574364999999998;0.19013129999999998;0.2315787
25-11-2021_03-59-16_PM.jpg;0;0.534875;0.4222475;0.5011165;0.32763195;0.38947405
25-11-2021_03-59-16_PM.jpg;0;0.536406;0.09561015;0.18415185;0.26578929999999995;0.3322367
25-11-2021_03-59-16_PM.jpg;3;0.592271;0.068452415;0.077380985;0.18749985;0.23552615000000002
25-11-2021_03-59-16_PM.jpg;0;0.608717;0.2247021;0.2834819;0.1756578;0.22302619999999998
25-11-2021_03-59-16_PM.jpg;0;0.659844;0.08147370000000001;0.1529023;0.2072368;0.2546052
25-11-2021_03-59-16_PM.jpg;0;0.715735;0.09114625;0.17782775;0.24407895000000002;0.30592105
25-11-2021_03-59-16_PM.jpg;0;0.743479;0.4579615;0.6677825000000001;0.6690785;0.9999995
25-11-2021_03-59-16_PM.jpg;0;0.764021;0.1034225;0.2139135;0.28881575000000004;0.37302625
25-11-2021_03-59-16_PM.jpg;0;0.764496;0.29092284999999996;0.35751515;0.21907895;0.28092105
25-11-2021_03-59-16_PM.jpg;0;0.780767;0.1662943;0.2194937;0.12236860000000001;0.1796054
25-11-2021_03-59-16_PM.jpg;0;0.81336;0.32998534999999996;0.41331865;0.24671044999999997;0.31513155
25-11-2021_03-59-16_PM.jpg;0;0.81645;0.1197915;0.22581849999999998;0.3177635;0.4236845
25-11-2021_03-59-16_PM.jpg;0;0.832472;0.27046175;0.34151824999999997;0.19605214999999998;0.26052585
25-11-2021_03-59-16_PM.jpg;0;0.844784;0.23660689999999998;0.3017111;0.1815793;0.23552669999999998
25-11-2021_03-59-16_PM.jpg;0;0.852307;0.386161;0.479167;0.2756576;0.3578944
25-11-2021_03-59-16_PM.jpg;0;0.864607;0.13244;0.284226;0.3796055;0.5125005
25-11-2021_03-59-16_PM.jpg;0;0.880216;0.472098;0.572544;0.340131;0.441447
25-11-2021_03-59-16_PM.jpg;0;0.887009;0.16480699999999998;0.326637;0.44605249999999996;0.5927635
25-11-2021_03-59-16_PM.jpg;0;0.8988;0.73102715;0.82068485;0.505921;0.667105
25-11-2021_03-59-16_PM.jpg;0;0.900083;0.82477655;0.90066945;0.5546055000000001;0.7493425
25-11-2021_03-59-16_PM.jpg;0;0.903985;0.5610119499999999;0.65699405;0.3875;0.514474
25-11-2021_03-59-16_PM.jpg;0;0.906457;0.202009;0.392857;0.5072365;0.7039475000000001
25-11-2021_03-59-16_PM.jpg;0;0.914693;0.6569939;0.7533481;0.4546055;0.5953945
25-11-2021_03-59-16_PM.jpg;0;0.959474;0.264509;0.48921099999999995;0.6046050000000001;0.8690789999999999
24-11-2021_05-29-37_AM.jpg;1;0.451357;0.04270835;0.05052085;0.25370364999999995;0.26944435
24-11-2021_05-29-37_AM.jpg;0;0.465582;0.0010416499999999981;0.04999995;0.3861105;0.5546295
24-11-2021_05-29-37_AM.jpg;0;0.657472;0.0729166;0.1130208;0.16296255;0.20185145000000002
24-11-2021_05-29-37_AM.jpg;0;0.658787;0.788021;0.992709;0.5592595;0.9972224999999999
24-11-2021_05-29-37_AM.jpg;0;0.741712;0.2739585;0.30833350000000004;0.1222227;0.1648153
24-11-2021_05-29-37_AM.jpg;0;0.757513;0.192708;0.236458;0.15833380000000002;0.2037042
24-11-2021_05-29-37_AM.jpg;0;0.823035;0.32656285;0.38177115;0.1175921;0.1703699
24-11-2021_05-29-37_AM.jpg;0;0.824436;0.15781235000000002;0.19739565;0.1592595;0.19629649999999998
24-11-2021_05-29-37_AM.jpg;0;0.839393;0.25052115;0.29531285;0.12407365;0.16481435
24-11-2021_05-29-37_AM.jpg;0;0.841879;0.29166665;0.35833335;0.10648165;0.17314835
24-11-2021_05-29-37_AM.jpg;3;0.843063;0.0395833;0.0651041;0.25277750000000004;0.3638885
24-11-2021_05-29-37_AM.jpg;0;0.852906;0.37968789999999997;0.4447921;0.1250002;0.1805558
