1256,2022-05-24 08:08:36,2,15.0
1257,2022-05-24 08:08:37,2,4.0
1258,2022-05-24 08:12:13,3,15.0
1259,2022-05-24 08:12:25,3,2.0
1260,2022-05-24 08:12:42,3,12.0
1261,2022-05-24 08:12:50,3,3.0
1262,2022-05-24 08:12:58,3,13.0
1263,2022-05-24 08:13:08,3,2.0
1264,2022-05-24 08:14:06,2,14.0
1265,2022-05-24 08:14:20,2,9.0
1266,2022-05-24 08:14:22,2,19.0
1267,2022-05-24 08:14:31,2,2.0
1268,2022-05-24 08:16:26,2,12.0
1269,2022-05-24 08:16:36,2,3.0
1270,2022-05-24 08:18:13,2,13.0
1271,2022-05-24 08:18:24,2,4.0
1272,2022-05-24 08:23:56,10,15.0
1273,2022-05-24 08:23:59,10,4.0
1274,2022-05-24 08:44:34,10,14.0
1275,2022-05-24 08:44:35,10,5.0
1276,2022-05-24 08:50:40,6,15.0
1277,2022-05-24 08:51:07,6,4.0
1278,2022-05-24 08:51:08,4,15.0
1279,2022-05-24 08:51:10,4,4.0
1280,2022-05-24 08:51:21,6,14.0
1281,2022-05-24 08:51:23,6,5.0
1282,2022-05-24 08:51:48,4,14.0
1283,2022-05-24 08:52:02,4,2.0
1284,2022-05-24 08:54:10,4,12.0
1285,2022-05-24 08:54:11,4,2.0
1286,2022-05-24 08:56:18,4,12.0
1287,2022-05-24 08:56:20,3,12.0
1288,2022-05-24 08:56:34,3,5.0
1289,2022-05-24 08:56:36,4,4.0
1290,2022-05-24 08:56:56,4,14.0
1291,2022-05-24 08:56:59,4,5.0
1292,2022-05-24 09:03:19,5,15.0
1293,2022-05-24 09:03:23,5,4.0
1294,2022-05-24 09:03:23,3,15.0
1295,2022-05-24 09:03:35,3,2.0
1296,2022-05-24 09:16:40,1,14.0
1297,2022-05-24 09:16:51,1,3.0
1298,2022-05-24 09:17:04,1,13.0
1299,2022-05-24 09:17:15,1,4.0
1300,2022-05-24 09:21:28,5,14.0
1301,2022-05-24 09:21:46,5,2.0
1302,2022-05-24 09:23:20,10,15.0
1303,2022-05-24 09:23:24,10,15.0
1304,2022-05-24 09:23:33,5,12.0
1305,2022-05-24 09:23:39,5,2.0
1306,2022-05-24 09:23:44,10,15.0
1307,2022-05-24 09:23:45,10,15.0
1308,2022-05-24 09:24:13,10,2.0
1309,2022-05-24 09:24:16,10,2.0
1310,2022-05-24 09:24:18,10,2.0
1311,2022-05-24 09:24:20,10,2.0
1312,2022-05-24 09:24:25,5,12.0
1313,2022-05-24 09:24:37,5,2.0
1314,2022-05-24 09:28:53,5,12.0
1315,2022-05-24 09:29:09,5,4.0
1316,2022-05-24 09:32:29,6,15.0
1317,2022-05-24 09:32:32,6,4.0
1318,2022-05-24 09:32:36,6,14.0
1319,2022-05-24 09:32:40,6,5.0
1320,2022-05-24 09:32:46,6,15.0
1321,2022-05-24 09:34:59,6,5.0
1322,2022-05-24 09:34:59,5,14.0
1323,2022-05-24 09:35:04,5,5.0
1324,2022-05-24 09:41:29,5,15.0
1325,2022-05-24 09:41:33,5,4.0
1326,2022-05-24 09:49:46,2,14.0
1327,2022-05-24 09:49:49,2,5.0
1328,2022-05-24 09:52:15,6,15.0
1329,2022-05-24 09:52:29,3,12.0
1330,2022-05-24 09:52:35,6,5.0
1331,2022-05-24 09:52:35,5,14.0
1332,2022-05-24 09:52:39,5,5.0
1333,2022-05-24 09:52:44,3,5.0
1334,2022-05-24 09:54:22,2,15.0
1335,2022-05-24 09:54:25,2,4.0
1336,2022-05-24 09:55:36,5,15.0
1337,2022-05-24 09:55:40,5,4.0
1338,2022-05-24 09:55:47,3,15.0
1339,2022-05-24 09:55:54,3,3.0
1340,2022-05-24 09:56:20,5,14.0
1341,2022-05-24 09:56:25,5,5.0
1342,2022-05-24 09:57:48,3,13.0
1343,2022-05-24 09:57:57,3,2.0
1344,2022-05-24 10:00:27,5,15.0
1345,2022-05-24 10:00:29,10,15.0
1346,2022-05-24 10:00:30,5,4.0
1347,2022-05-24 10:00:35,10,4.0
1348,2022-05-24 10:07:34,10,14.0
1349,2022-05-24 10:07:37,10,5.0
1350,2022-05-24 10:08:29,0,15.0
1351,2022-05-24 10:09:00,0,5.0
1352,2022-05-24 10:14:33,3,12.0
1353,2022-05-24 10:14:50,3,5.0
1354,2022-05-24 10:15:31,3,15.0
1355,2022-05-24 10:16:34,3,2.0
1356,2022-05-24 10:20:33,6,15.0
1357,2022-05-24 10:20:39,6,4.0
1358,2022-05-24 10:20:57,6,14.0
1359,2022-05-24 10:21:02,6,5.0
1360,2022-05-24 10:24:05,10,12.0
1361,2022-05-24 10:24:07,10,12.0
1362,2022-05-24 10:24:08,10,2.0
1363,2022-05-24 10:24:16,10,2.0
1364,2022-05-24 10:24:18,10,12.0
1365,2022-05-24 10:24:36,4,15.0
1366,2022-05-24 10:24:41,10,12.0
1367,2022-05-24 10:24:42,10,12.0
1368,2022-05-24 10:24:44,10,12.0
1369,2022-05-24 10:24:45,10,5.0
1370,2022-05-24 10:24:48,4,3.0
1371,2022-05-24 10:24:48,10,2.0
1372,2022-05-24 10:24:57,10,5.0
1373,2022-05-24 10:24:57,10,5.0
1374,2022-05-24 10:25:08,10,12.0
1375,2022-05-24 10:25:13,10,5.0
1376,2022-05-24 10:25:15,5,14.0
1377,2022-05-24 10:25:32,5,2.0
1378,2022-05-24 10:25:59,4,13.0
1379,2022-05-24 10:26:11,4,4.0
1380,2022-05-24 10:26:55,5,12.0
1381,2022-05-24 10:27:12,5,4.0
1382,2022-05-24 10:27:35,5,14.0
1383,2022-05-24 10:27:49,5,2.0
1384,2022-05-24 10:28:56,5,12.0
1385,2022-05-24 10:29:14,5,4.0
1386,2022-05-24 10:29:25,3,12.0
1387,2022-05-24 10:29:25,3,2.0
1388,2022-05-24 10:29:40,3,12.0
1389,2022-05-24 10:29:54,3,5.0
1390,2022-05-24 10:30:20,4,14.0
1391,2022-05-24 10:30:26,4,5.0
1392,2022-05-24 10:31:10,5,14.0
1393,2022-05-24 10:31:21,5,3.0
1394,2022-05-24 10:31:39,10,15.0
1395,2022-05-24 10:31:44,10,4.0
1396,2022-05-24 10:31:55,5,13.0
1397,2022-05-24 10:31:59,3,15.0
1398,2022-05-24 10:32:07,5,4.0
1399,2022-05-24 10:32:11,3,2.0
1400,2022-05-24 10:32:23,3,12.0
1401,2022-05-24 10:32:35,3,5.0
1402,2022-05-24 10:34:08,6,15.0
1403,2022-05-24 10:34:12,6,4.0
1404,2022-05-24 10:34:55,3,15.0
1405,2022-05-24 10:35:07,3,2.0
1406,2022-05-24 10:35:52,10,14.0
1407,2022-05-24 10:36:02,10,3.0
1408,2022-05-24 10:36:33,6,14.0
1409,2022-05-24 10:36:35,6,5.0
1410,2022-05-24 10:36:58,10,13.0
1411,2022-05-24 10:37:07,10,4.0
1412,2022-05-24 10:39:38,3,12.0
1413,2022-05-24 10:39:51,3,5.0
1414,2022-05-24 10:43:52,5,14.0
1415,2022-05-24 10:44:12,5,2.0
1416,2022-05-24 10:45:52,3,15.0
1417,2022-05-24 10:46:04,3,2.0
1418,2022-05-24 11:16:18,0,15.0
1419,2022-05-24 11:16:51,0,4.0
1420,2022-05-24 11:16:52,0,14.0
1421,2022-05-24 11:16:55,0,5.0
1422,2022-05-24 11:25:47,5,12.0
1423,2022-05-24 11:25:49,3,12.0
1424,2022-05-24 11:26:04,3,5.0
1425,2022-05-24 11:26:05,5,5.0
1426,2022-05-24 11:30:34,3,15.0
1427,2022-05-24 11:30:38,5,15.0
1428,2022-05-24 11:30:41,3,3.0
1429,2022-05-24 11:30:55,5,2.0
1430,2022-05-24 11:31:42,3,13.0
1431,2022-05-24 11:31:48,3,2.0
1432,2022-05-24 11:37:35,1,14.0
1433,2022-05-24 11:37:42,1,3.0
1434,2022-05-24 11:39:39,6,15.0
1435,2022-05-24 11:39:47,6,3.0
1436,2022-05-24 11:39:51,1,13.0
1437,2022-05-24 11:39:57,1,4.0
1438,2022-05-24 11:45:12,4,15.0
1439,2022-05-24 11:45:17,4,4.0
1440,2022-05-24 11:47:03,4,14.0
1441,2022-05-24 11:47:06,4,5.0
1442,2022-05-24 12:05:21,10,14.0
1443,2022-05-24 12:05:24,10,5.0
1444,2022-05-24 12:11:54,0,14.0
1445,2022-05-24 12:12:03,0,3.0
1446,2022-05-24 12:13:07,0,13.0
1447,2022-05-24 12:13:15,0,4.0
1448,2022-05-24 12:14:03,0,14.0
1449,2022-05-24 12:14:04,0,5.0
1450,2022-05-24 12:15:00,6,15.0
1451,2022-05-24 12:15:02,6,4.0
1452,2022-05-24 12:16:57,6,14.0
1453,2022-05-24 12:16:59,6,5.0
1454,2022-05-24 12:17:35,10,15.0
1455,2022-05-24 12:21:05,3,12.0
1456,2022-05-24 12:21:07,5,12.0
1457,2022-05-24 12:21:10,3,1.0
1458,2022-05-24 12:21:11,5,1.0
1459,2022-05-24 12:22:16,3,11.0
1460,2022-05-24 12:22:18,5,11.0
1461,2022-05-24 12:22:25,3,2.0
1462,2022-05-24 12:22:26,5,2.0
1463,2022-05-24 12:24:47,5,12.0
1464,2022-05-24 12:24:48,3,12.0
1465,2022-05-24 12:25:01,3,5.0
1466,2022-05-24 12:25:02,5,5.0
